matricula;turma;atividade;tipo_duplicata;valor;vlr_desconto;vlr_multa;vlr_juros;valor_atual;parcela;dt_vencimento;dt_pgto;vlr_pago
544;3º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;6;30/06/2025;30/06/2025;402.80
544;3º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;7;31/07/2025;30/07/2025;402.80
544;3º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;8;31/08/2025;26/08/2025;402.80
544;3º ANO - MANHÃ;;SE;424.00;0.00;8.48;0.98;0.00;9;30/09/2025;08/10/2025;433.46
544;3º ANO - MANHÃ;;SE;424.00;0.00;8.48;0.98;0.00;10;31/10/2025;10/11/2025;433.46
544;3º ANO - MANHÃ;;SE;424.00;0.00;8.48;1.12;0.00;11;30/11/2025;09/12/2025;433.60
544;3º ANO - MANHÃ;;SE;424.00;0.00;8.48;2.52;0.00;12;22/12/2025;09/01/2026;435.00
803;3º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;1;31/01/2025;17/12/2024;356.40
803;3º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;2;28/02/2025;05/03/2025;402.80
803;3º ANO - MANHÃ;;SE;424.00;0.00;8.48;2.24;0.00;3;31/03/2025;16/04/2025;434.72
803;3º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;4;30/04/2025;30/04/2025;402.80
803;3º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;5;02/06/2025;30/05/2025;402.80
803;3º ANO - MANHÃ;;SE;424.00;0.00;8.48;0.28;0.00;6;30/06/2025;03/07/2025;432.76
803;3º ANO - MANHÃ;;SE;424.00;0.00;8.48;4.06;0.00;7;31/07/2025;01/09/2025;436.54
803;3º ANO - MANHÃ;;SE;424.00;0.00;8.48;4.34;0.00;8;31/08/2025;02/10/2025;436.82
803;3º ANO - MANHÃ;;SE;424.00;0.00;8.48;4.76;0.00;9;30/09/2025;04/11/2025;437.24
803;3º ANO - MANHÃ;;SE;424.00;0.00;8.48;5.60;0.00;10;31/10/2025;11/12/2025;438.08
803;3º ANO - MANHÃ;;SE;424.00;0.00;8.48;4.20;0.00;11;30/11/2025;31/12/2025;436.68
641;3º ANO - MANHÃ;;SE;1100.00;0.00;0.00;0.00;0.00;1;31/01/2025;29/11/2024;880.00
641;3º ANO - MANHÃ;;SE;1190.00;0.00;0.00;0.00;0.00;2;28/02/2025;27/02/2025;1134.90
641;3º ANO - MANHÃ;;SE;1190.00;0.00;0.00;0.00;0.00;3;31/03/2025;31/03/2025;1135.00
641;3º ANO - MANHÃ;;SE;1190.00;0.00;0.00;0.00;0.00;4;30/04/2025;30/04/2025;1135.00
641;3º ANO - MANHÃ;;SE;1190.00;0.00;0.00;0.00;0.00;5;02/06/2025;30/05/2025;1135.00
641;3º ANO - MANHÃ;;SE;1190.00;0.00;0.00;0.00;0.00;6;30/06/2025;30/06/2025;1135.00
641;3º ANO - MANHÃ;;SE;1190.00;0.00;0.00;0.00;0.00;7;31/07/2025;28/07/2025;502.78
641;3º ANO - MANHÃ;;SE;1190.00;0.00;0.00;0.00;0.00;8;31/08/2025;26/08/2025;502.78
641;3º ANO - MANHÃ;;SE;1190.00;0.00;0.00;0.00;0.00;9;30/09/2025;30/09/2025;502.78
641;3º ANO - MANHÃ;;SE;1190.00;0.00;0.00;0.00;0.00;10;31/10/2025;28/10/2025;502.78
641;3º ANO - MANHÃ;;SE;1190.00;0.00;0.00;0.00;0.00;11;30/11/2025;28/11/2025;502.78
641;3º ANO - MANHÃ;;SE;1190.00;0.00;0.00;0.00;0.00;12;31/12/2025;30/12/2025;502.78
643;3º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;1;31/01/2025;17/12/2024;366.70
643;3º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;2;28/02/2025;05/03/2025;402.80
643;3º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;3;31/03/2025;31/03/2025;402.80
643;3º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;4;30/04/2025;30/04/2025;402.80
643;3º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;5;02/06/2025;30/05/2025;402.80
643;3º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;6;30/06/2025;01/07/2025;402.80
643;3º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;7;31/07/2025;01/08/2025;402.80
643;3º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;8;31/08/2025;02/09/2025;402.80
643;3º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;9;30/09/2025;01/10/2025;402.80
643;3º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;10;31/10/2025;03/11/2025;402.80
908;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;1;31/01/2025;17/12/2024;328.10
908;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;2;28/02/2025;19/02/2025;360.70
908;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;3;31/03/2025;06/03/2025;360.70
908;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;4;30/04/2025;02/04/2025;360.40
908;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;5;02/06/2025;02/05/2025;360.40
908;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;6;30/06/2025;04/06/2025;360.40
908;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;7;31/07/2025;04/07/2025;360.70
908;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;8;31/08/2025;04/08/2025;360.70
908;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;9;30/09/2025;02/09/2025;360.70
908;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;10;31/10/2025;03/10/2025;360.70
908;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;11;30/11/2025;04/11/2025;360.70
1006;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;1;31/01/2025;06/12/2024;366.75
1006;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;2;28/02/2025;10/02/2025;402.80
1006;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;3;31/03/2025;31/03/2025;402.80
1006;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;4;30/04/2025;28/04/2025;402.80
1006;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;5;02/06/2025;30/05/2025;402.80
1006;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;6;30/06/2025;01/07/2025;402.80
1006;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;7;31/07/2025;31/07/2025;402.80
1006;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;8;31/08/2025;01/09/2025;402.80
1006;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;9;30/09/2025;29/09/2025;402.80
1006;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;10;31/10/2025;30/10/2025;402.80
1006;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;11;01/12/2025;01/12/2025;402.80
1022;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;1;31/01/2025;20/12/2024;381.60
1022;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;2;28/02/2025;11/02/2025;402.80
1022;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;3;31/03/2025;31/03/2025;402.80
1022;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;4;30/04/2025;30/04/2025;402.80
1022;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;5;02/06/2025;30/05/2025;402.80
1022;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;6;30/06/2025;30/06/2025;402.80
1022;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;7;31/07/2025;24/07/2025;402.80
1022;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;8;31/08/2025;25/08/2025;402.80
1022;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;9;30/09/2025;23/09/2025;402.80
1022;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;10;31/10/2025;27/10/2025;402.80
1029;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;1;31/01/2025;29/11/2024;339.20
1029;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;2;28/02/2025;05/03/2025;381.60
1029;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;3;31/03/2025;31/03/2025;381.60
1029;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;4;30/04/2025;30/04/2025;381.60
1029;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;5;02/06/2025;30/05/2025;381.60
1029;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;6;30/06/2025;30/06/2025;381.60
1029;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;7;31/07/2025;01/08/2025;381.60
1029;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;8;31/08/2025;01/09/2025;381.60
1029;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;9;30/09/2025;30/09/2025;381.60
1029;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;10;31/10/2025;03/11/2025;381.60
567;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;1;31/01/2025;05/12/2024;366.70
567;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;2;28/02/2025;27/02/2025;402.80
567;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;3;31/03/2025;31/03/2025;402.80
567;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;4;30/04/2025;29/04/2025;402.80
567;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;5;02/06/2025;30/05/2025;402.80
567;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;6;30/06/2025;01/07/2025;402.80
567;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;7;31/07/2025;24/07/2025;402.80
567;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;8;31/08/2025;01/09/2025;402.80
567;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;9;30/09/2025;25/09/2025;402.80
567;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;10;31/10/2025;21/10/2025;402.80
749;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;1;31/01/2025;29/11/2024;339.20
749;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;2;28/02/2025;05/03/2025;402.80
749;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;3;31/03/2025;31/03/2025;402.80
749;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;4;30/04/2025;30/04/2025;402.80
749;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;5;02/06/2025;30/05/2025;402.80
749;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;6;30/06/2025;01/07/2025;402.80
749;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;7;31/07/2025;01/08/2025;402.80
749;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;8;31/08/2025;01/09/2025;402.80
749;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;9;30/09/2025;01/10/2025;402.80
749;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;10;31/10/2025;03/11/2025;402.80
546;3º ANO - TARDE;;SE;1100.00;0.00;0.00;0.00;0.00;1;31/01/2025;29/11/2024;880.00
546;3º ANO - TARDE;;SE;1100.00;0.00;0.00;0.00;0.00;3;31/03/2025;31/03/2025;1100.00
546;3º ANO - TARDE;;SE;1100.00;0.00;0.00;0.00;0.00;4;30/04/2025;30/04/2025;1100.00
546;3º ANO - TARDE;;SE;1100.00;0.00;0.00;0.00;0.00;5;02/06/2025;02/06/2025;1100.00
546;3º ANO - TARDE;;SE;1100.00;0.00;22.00;0.36;0.00;6;30/06/2025;01/07/2025;1122.36
546;3º ANO - TARDE;;SE;1100.00;0.00;0.00;0.00;0.00;7;31/07/2025;31/07/2025;1045.00
546;3º ANO - TARDE;;SE;1100.00;0.00;0.00;0.00;0.00;8;01/09/2025;01/09/2025;1045.00
546;3º ANO - TARDE;;SE;1100.00;0.00;0.00;0.00;0.00;9;30/09/2025;29/09/2025;1045.00
546;3º ANO - TARDE;;SE;1100.00;0.00;0.00;0.00;0.00;10;31/10/2025;31/10/2025;1045.00
546;3º ANO - TARDE;;SE;1100.00;0.00;22.00;1.09;0.00;11;01/12/2025;04/12/2025;1123.09
546;3º ANO - TARDE;;SE;1100.00;0.00;22.00;5.45;0.00;12;22/12/2025;06/01/2026;1127.45
576;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;1;31/01/2025;29/11/2024;339.20
576;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;3;31/03/2025;31/03/2025;381.60
576;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;4;30/04/2025;30/04/2025;381.60
576;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;5;02/06/2025;02/06/2025;381.60
576;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;6;30/06/2025;01/07/2025;381.60
576;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;7;31/07/2025;01/08/2025;381.60
576;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;8;31/08/2025;02/09/2025;381.60
576;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;9;30/09/2025;01/10/2025;381.60
576;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;10;31/10/2025;03/11/2025;381.60
558;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;1;31/01/2025;17/12/2024;328.10
558;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;2;28/02/2025;28/02/2025;360.40
558;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;3;31/03/2025;31/03/2025;360.40
558;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;4;30/04/2025;30/04/2025;360.40
558;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;5;02/06/2025;30/05/2025;360.40
558;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;6;30/06/2025;30/06/2025;360.40
558;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;7;31/07/2025;29/07/2025;360.40
558;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;8;31/08/2025;29/08/2025;360.40
558;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;9;30/09/2025;01/10/2025;360.40
558;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;10;31/10/2025;03/11/2025;360.40
1042;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;1;31/01/2025;24/01/2025;402.80
1042;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;2;28/02/2025;21/02/2025;402.80
1042;3º ANO - TARDE;;SE;424.00;0.00;8.48;0.98;0.00;3;31/03/2025;07/04/2025;433.46
1042;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;4;30/04/2025;30/04/2025;402.80
1042;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;5;02/06/2025;30/05/2025;402.80
1042;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;6;30/06/2025;01/07/2025;402.80
1042;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;7;31/07/2025;01/08/2025;402.80
1042;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;8;31/08/2025;02/09/2025;402.80
1042;3º ANO - TARDE;;SE;424.00;0.00;8.48;1.12;0.00;9;30/09/2025;09/10/2025;433.60
1042;3º ANO - TARDE;;SE;424.00;0.00;8.48;0.56;0.00;10;31/10/2025;05/11/2025;433.04
1042;3º ANO - TARDE;;SE;424.00;0.00;8.48;0.56;0.00;11;01/12/2025;05/12/2025;433.04
1042;3º ANO - TARDE;;SE;424.00;0.00;8.48;2.10;0.00;12;22/12/2025;06/01/2026;434.58
928;3º ANO - TARDE;;SE;1100.00;0.00;0.00;0.00;0.00;1;31/01/2025;30/01/2025;1045.00
928;3º ANO - TARDE;;SE;1100.00;0.00;0.00;0.00;0.00;2;28/02/2025;05/03/2025;1045.00
928;3º ANO - TARDE;;SE;1100.00;0.00;0.00;0.00;0.00;3;31/03/2025;31/03/2025;1045.00
928;3º ANO - TARDE;;SE;1100.00;0.00;0.00;0.00;0.00;4;30/04/2025;29/04/2025;1045.00
928;3º ANO - TARDE;;SE;1100.00;0.00;0.00;0.00;0.00;5;02/06/2025;30/05/2025;1045.00
928;3º ANO - TARDE;;SE;1100.00;0.00;0.00;0.00;0.00;6;30/06/2025;01/07/2025;1045.00
928;3º ANO - TARDE;;SE;1100.00;0.00;0.00;0.00;0.00;7;31/07/2025;31/07/2025;1045.00
928;3º ANO - TARDE;;SE;1100.00;0.00;0.00;0.00;0.00;8;31/08/2025;02/09/2025;1045.00
928;3º ANO - TARDE;;SE;1100.00;0.00;0.00;0.00;0.00;9;30/09/2025;01/10/2025;1045.00
928;3º ANO - TARDE;;SE;1100.00;0.00;0.00;0.00;0.00;10;31/10/2025;31/10/2025;1045.00
779;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;1;31/01/2025;03/01/2025;381.60
779;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;2;28/02/2025;19/02/2025;381.60
779;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;3;31/03/2025;31/03/2025;381.60
779;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;4;30/04/2025;29/04/2025;381.60
779;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;5;02/06/2025;30/05/2025;381.60
779;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;6;30/06/2025;30/06/2025;381.60
779;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;7;31/07/2025;31/07/2025;381.60
779;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;8;31/08/2025;01/09/2025;381.60
779;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;9;30/09/2025;30/09/2025;381.60
779;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;10;31/10/2025;29/10/2025;381.60
779;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;11;30/11/2025;28/11/2025;381.60
779;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;12;31/12/2025;30/12/2025;381.60
792;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;1;31/01/2025;17/12/2024;347.40
792;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;2;28/02/2025;05/03/2025;381.60
792;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;3;31/03/2025;31/03/2025;381.60
792;3º ANO - TARDE;;SE;424.00;0.00;8.48;0.28;0.00;4;30/04/2025;02/05/2025;432.76
792;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;5;02/06/2025;30/05/2025;381.60
792;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;6;30/06/2025;30/06/2025;381.60
792;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;7;31/07/2025;01/08/2025;381.60
792;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;8;31/08/2025;02/09/2025;381.60
792;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;9;30/09/2025;29/09/2025;381.60
792;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;10;31/10/2025;03/11/2025;381.60
792;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;11;30/11/2025;26/11/2025;381.60
642;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;1;31/01/2025;14/01/2025;308.80
642;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;2;28/02/2025;05/03/2025;318.00
642;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;3;31/03/2025;31/03/2025;318.00
642;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;4;30/04/2025;30/04/2025;318.00
642;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;5;02/06/2025;30/05/2025;318.00
642;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;6;30/06/2025;30/06/2025;318.00
642;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;7;31/07/2025;23/07/2025;318.00
642;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;8;31/08/2025;01/09/2025;318.00
642;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;9;30/09/2025;30/09/2025;318.00
642;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;10;31/10/2025;30/10/2025;318.00
642;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;11;30/11/2025;02/12/2025;318.00
642;3º ANO - TARDE;;SE;424.00;0.00;0.00;0.00;0.00;12;31/12/2025;23/12/2025;318.00
1052;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;1;31/01/2025;29/01/2025;318.00
1052;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;2;28/02/2025;05/03/2025;318.00
1052;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;3;31/03/2025;31/03/2025;318.00
1052;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;4;30/04/2025;30/04/2025;318.00
1052;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;5;02/06/2025;02/06/2025;318.00
1052;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;6;30/06/2025;01/07/2025;318.00
1052;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;7;31/07/2025;01/08/2025;318.00
1052;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;8;31/08/2025;02/09/2025;318.00
1052;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;9;30/09/2025;01/10/2025;318.00
1052;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;10;31/10/2025;31/10/2025;318.00
1052;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;11;30/11/2025;02/12/2025;318.00
1052;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;12;31/12/2025;26/12/2025;318.00
1051;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;1;31/01/2025;29/01/2025;318.00
1051;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;2;28/02/2025;05/03/2025;318.00
1051;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;3;31/03/2025;31/03/2025;318.00
1051;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;4;30/04/2025;30/04/2025;318.00
1051;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;5;02/06/2025;02/06/2025;318.00
1051;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;6;30/06/2025;01/07/2025;318.00
1051;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;7;31/07/2025;01/08/2025;318.00
1051;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;8;31/08/2025;02/09/2025;318.00
1051;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;9;30/09/2025;01/10/2025;318.00
1051;4º ANO - MANHÃ;;SE;424.00;0.00;8.48;0.42;0.00;10;31/10/2025;04/11/2025;432.90
1051;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;11;30/11/2025;02/12/2025;318.00
1051;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;12;31/12/2025;26/12/2025;318.00
986;4º ANO - MANHÃ;;SE;1100.00;0.00;0.00;0.00;0.00;1;31/01/2025;02/01/2025;900.00
986;4º ANO - MANHÃ;;SE;1100.00;0.00;0.00;0.00;0.00;2;28/02/2025;24/02/2025;899.91
986;4º ANO - MANHÃ;;SE;1100.00;0.00;0.00;0.00;0.00;3;31/03/2025;31/03/2025;900.00
986;4º ANO - MANHÃ;;SE;1190.00;0.00;0.00;0.00;0.00;4;30/04/2025;30/04/2025;990.00
986;4º ANO - MANHÃ;;SE;1190.00;0.00;0.00;0.00;0.00;5;02/06/2025;30/05/2025;990.00
986;4º ANO - MANHÃ;;SE;1190.00;0.00;0.00;0.00;0.00;6;30/06/2025;01/07/2025;989.96
986;4º ANO - MANHÃ;;SE;1190.00;0.00;0.00;0.00;0.00;7;31/07/2025;30/07/2025;989.96
986;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;8;31/08/2025;29/08/2025;450.30
986;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;9;30/09/2025;24/09/2025;402.80
986;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;10;31/10/2025;29/10/2025;402.80
986;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;11;30/11/2025;24/11/2025;402.80
986;4º ANO - MANHÃ;;SE;424.00;0.00;0.00;0.00;0.00;12;31/12/2025;23/12/2025;402.80
453;4º ANO - MANHÃ;;SE;1100.00;0.00;0.00;0.00;0.00;1;31/01/2025;29/11/2024;880.00
453;4º ANO - MANHÃ;;SE;1190.00;0.00;0.00;0.00;0.00;2;28/02/2025;19/02/2025;1134.90
453;4º ANO - MANHÃ;;SE;1190.00;0.00;0.00;0.00;0.00;3;31/03/2025;31/03/2025;1135.00
453;4º ANO - MANHÃ;;SE;1190.00;0.00;0.00;0.00;0.00;4;30/04/2025;30/04/2025;1135.00
453;4º ANO - MANHÃ;;SE;1190.00;0.00;0.00;0.00;0.00;5;02/06/2025;30/05/2025;1135.00
453;4º ANO - MANHÃ;;SE;1190.00;0.00;0.00;0.00;0.00;6;30/06/2025;30/06/2025;1135.00
453;4º ANO - MANHÃ;;SE;1190.00;0.00;0.00;0.00;0.00;7;31/07/2025;17/07/2025;1134.90
453;4º ANO - MANHÃ;;SE;1190.00;0.00;0.00;0.00;0.00;8;31/08/2025;19/08/2025;1134.90
453;4º ANO - MANHÃ;;SE;1190.00;0.00;0.00;0.00;0.00;9;30/09/2025;17/09/2025;1134.90
453;4º ANO - MANHÃ;;SE;1190.00;0.00;0.00;0.00;0.00;10;31/10/2025;17/10/2025;1134.90
453;4º ANO - MANHÃ;;SE;1190.00;0.00;0.00;0.00;0.00;11;30/11/2025;21/11/2025;1134.90
453;4º ANO - MANHÃ;;SE;1190.00;0.00;0.00;0.00;0.00;12;31/12/2025;18/12/2025;1134.90
1030;4º ANO - MANHÃ;;SE;1100.00;0.00;0.00;0.00;0.00;1;31/01/2025;29/01/2025;935.00
