matricula;turma;atividade;tipo_duplicata;valor;vlr_desconto;vlr_multa;vlr_juros;valor_atual;parcela;dt_vencimento;dt_pgto;vlr_pago
985;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;2;29/02/2024;29/02/2024;300.00
985;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;3;01/04/2024;01/04/2024;300.00
985;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;4;30/04/2024;30/04/2024;300.00
985;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;5;31/05/2024;31/05/2024;300.00
985;INFANTIL II (B) - TARDE;;SE;360.00;0.00;7.20;3.56;0.00;6;01/07/2024;31/07/2024;370.76
985;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;7;31/07/2024;22/07/2024;300.00
985;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;8;02/09/2024;27/08/2024;300.00
985;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;9;30/09/2024;30/09/2024;300.00
985;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;10;31/10/2024;31/10/2024;300.00
985;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;11;02/12/2024;02/12/2024;360.00
985;INFANTIL II (B) - TARDE;;SE;360.00;0.00;7.20;2.02;0.00;12;20/12/2024;06/01/2025;369.22
955;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;1;31/01/2024;05/01/2024;300.00
955;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;2;29/02/2024;29/02/2024;342.00
955;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;3;01/04/2024;01/04/2024;300.00
955;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;4;30/04/2024;29/04/2024;300.00
955;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;5;31/05/2024;31/05/2024;300.00
955;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;6;01/07/2024;01/07/2024;300.00
955;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;7;31/07/2024;31/07/2024;300.00
955;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;8;02/09/2024;02/09/2024;300.00
955;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;9;30/09/2024;30/09/2024;300.00
955;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;10;31/10/2024;31/10/2024;300.00
955;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;11;02/12/2024;02/12/2024;300.00
955;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;12;20/12/2024;31/12/2024;300.00
971;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;1;31/01/2024;17/01/2024;342.00
971;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;2;29/02/2024;29/02/2024;342.00
971;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;3;01/04/2024;01/04/2024;342.00
971;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;4;30/04/2024;30/04/2024;342.00
971;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;5;31/05/2024;31/05/2024;342.00
971;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;6;01/07/2024;01/07/2024;342.00
971;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;7;31/07/2024;31/07/2024;342.00
971;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;8;02/09/2024;30/08/2024;342.00
971;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;9;30/09/2024;30/09/2024;342.00
971;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;10;31/10/2024;31/10/2024;342.00
971;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;11;02/12/2024;02/12/2024;342.00
971;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;12;20/12/2024;20/12/2024;342.00
948;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;1;31/01/2024;21/12/2023;299.70
948;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;2;29/02/2024;29/02/2024;324.00
948;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;3;01/04/2024;01/04/2024;324.00
948;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;4;30/04/2024;30/04/2024;324.00
948;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;5;31/05/2024;31/05/2024;324.00
948;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;6;01/07/2024;01/07/2024;324.00
948;INFANTIL II (B) - TARDE;;SE;360.00;0.00;7.20;0.95;0.00;7;31/07/2024;08/08/2024;368.15
948;INFANTIL II (B) - TARDE;;SE;360.00;0.00;7.20;0.48;0.00;8;02/09/2024;06/09/2024;367.68
948;INFANTIL II (B) - TARDE;;SE;360.00;0.00;7.20;0.36;0.00;9;30/09/2024;03/10/2024;367.56
948;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;10;31/10/2024;31/10/2024;324.00
948;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;11;02/12/2024;02/12/2024;324.00
948;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;12;20/12/2024;20/12/2024;324.00
926;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;1;31/01/2024;24/11/2023;283.05
926;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;3;01/04/2024;21/02/2024;300.00
926;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;4;30/04/2024;23/04/2024;300.00
926;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;5;31/05/2024;04/05/2024;300.00
926;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;6;01/07/2024;23/05/2024;300.00
926;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;7;31/07/2024;04/06/2024;300.00
926;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;8;02/09/2024;20/08/2024;300.00
926;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;9;30/09/2024;27/09/2024;300.00
926;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;10;31/10/2024;24/10/2024;300.00
926;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;11;02/12/2024;12/11/2024;300.00
926;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;12;20/12/2024;29/11/2024;300.00
923;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;1;31/01/2024;20/10/2023;342.00
923;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;2;29/02/2024;29/02/2024;342.00
923;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;3;01/04/2024;28/03/2024;342.00
923;INFANTIL II (B) - TARDE;;SE;360.00;0.00;7.20;0.36;0.00;4;30/04/2024;03/05/2024;367.56
923;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;5;31/05/2024;31/05/2024;342.00
923;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;6;01/07/2024;01/07/2024;342.00
923;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;7;31/07/2024;31/07/2024;342.00
923;INFANTIL II (B) - TARDE;;SE;360.00;0.00;7.20;0.48;0.00;8;02/09/2024;06/09/2024;367.68
923;INFANTIL II (B) - TARDE;;SE;360.00;0.00;7.20;1.07;0.00;9;30/09/2024;09/10/2024;368.27
923;INFANTIL II (B) - TARDE;;SE;360.00;0.00;7.20;1.31;0.00;10;31/10/2024;11/11/2024;368.51
923;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;11;02/12/2024;29/11/2024;342.00
923;INFANTIL II (B) - TARDE;;SE;360.00;0.00;7.20;4.04;0.00;12;20/12/2024;08/01/2025;371.24
902;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;1;31/01/2024;11/01/2024;342.00
902;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;2;29/02/2024;29/02/2024;342.00
902;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;3;01/04/2024;25/03/2024;342.00
902;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;4;30/04/2024;26/04/2024;342.00
902;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;5;31/05/2024;24/05/2024;342.00
902;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;6;01/07/2024;24/06/2024;342.00
902;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;7;31/07/2024;23/07/2024;342.00
902;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;8;02/09/2024;26/08/2024;342.00
902;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;9;30/09/2024;30/09/2024;342.00
902;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;10;31/10/2024;28/10/2024;342.00
902;INFANTIL II (B) - TARDE;;SE;360.00;0.00;0.00;0.00;0.00;11;02/12/2024;27/11/2024;342.00
982;INFANTIL III A - MANHÃ;;SE;360.00;0.00;0.00;0.00;0.00;1;31/01/2024;06/02/2024;324.00
982;INFANTIL III A - MANHÃ;;SE;360.00;0.00;0.00;0.00;0.00;2;29/02/2024;05/03/2024;324.00
982;INFANTIL III A - MANHÃ;;SE;360.00;0.00;7.20;3.56;0.00;3;01/04/2024;01/05/2024;370.76
982;INFANTIL III A - MANHÃ;;SE;360.00;0.00;0.00;0.00;0.00;4;30/04/2024;01/05/2024;324.00
982;INFANTIL III A - MANHÃ;;SE;360.00;0.00;7.20;1.43;0.00;5;31/05/2024;12/06/2024;368.63
982;INFANTIL III A - MANHÃ;;SE;360.00;0.00;7.20;3.33;0.00;6;01/07/2024;29/07/2024;370.53
982;INFANTIL III A - MANHÃ;;SE;360.00;0.00;7.20;7.37;0.00;7;31/07/2024;01/10/2024;374.57
982;INFANTIL III A - MANHÃ;;SE;360.00;0.00;0.00;0.00;0.00;8;02/09/2024;05/09/2024;324.00
982;INFANTIL III A - MANHÃ;;SE;360.00;0.00;7.20;8.55;0.00;9;30/09/2024;11/12/2024;375.75
982;INFANTIL III A - MANHÃ;;SE;360.00;0.00;7.20;4.87;0.00;10;31/10/2024;11/12/2024;372.07
982;INFANTIL III A - MANHÃ;;SE;360.00;0.00;7.20;1.07;0.00;11;02/12/2024;11/12/2024;368.27
982;INFANTIL III A - MANHÃ;;SE;360.00;0.00;7.20;7.13;0.00;12;20/12/2024;18/02/2025;374.33
932;INFANTIL III A - MANHÃ;;SE;965.00;0.00;0.00;0.00;0.00;1;31/01/2024;04/12/2023;849.00
932;INFANTIL III A - MANHÃ;;SE;1045.00;0.00;0.00;0.00;0.00;2;29/02/2024;29/02/2024;996.75
932;INFANTIL III A - MANHÃ;;SE;965.00;0.00;0.00;0.00;0.00;3;01/04/2024;01/04/2024;916.75
932;INFANTIL III A - MANHÃ;;SE;965.00;0.00;0.00;0.00;0.00;4;30/04/2024;30/04/2024;916.75
932;INFANTIL III A - MANHÃ;;SE;965.00;0.00;0.00;0.00;0.00;5;31/05/2024;31/05/2024;916.75
932;INFANTIL III A - MANHÃ;;SE;965.00;0.00;0.00;0.00;0.00;6;01/07/2024;28/06/2024;916.75
932;INFANTIL III A - MANHÃ;;SE;965.00;0.00;0.00;0.00;0.00;7;31/07/2024;31/07/2024;916.75
932;INFANTIL III A - MANHÃ;;SE;965.00;0.00;0.00;0.00;0.00;8;02/09/2024;30/08/2024;916.75
932;INFANTIL III A - MANHÃ;;SE;965.00;0.00;0.00;0.00;0.00;9;30/09/2024;30/09/2024;916.75
932;INFANTIL III A - MANHÃ;;SE;965.00;0.00;0.00;0.00;0.00;10;31/10/2024;31/10/2024;916.75
932;INFANTIL III A - MANHÃ;;SE;965.00;0.00;0.00;0.00;0.00;11;02/12/2024;29/11/2024;916.75
932;INFANTIL III A - MANHÃ;;SE;965.00;0.00;0.00;0.00;0.00;12;20/12/2024;20/12/2024;916.75
